관리번호,공원명,공원구분,위도,경도,공원면적,gu,nearest_school,nearest_school_dist_m
28185-00010,연일공원,어린이공원,37.41944263,126.6916193,5037.7,연수구,인천연수초등학교,426.72
28185-00009,문남공원,어린이공원,37.42118616,126.6786198,21810.9,연수구,인천문남초등학교,63.29
28185-00008,마리공원,어린이공원,37.42604066,126.6829999,5354.8,연수구,인천함박초등학교,543.65
28185-00007,학공원,어린이공원,37.42008553,126.6968194,2322.1,연수구,인천연수초등학교,294.93
28185-00006,은행나무공원,어린이공원,37.420872,126.6975196,4452.7,연수구,인천연수초등학교,278.18
28185-00005,승기공원,어린이공원,37.4197522,126.6984594,7545.8,연수구,인천연수초등학교,420.19
28185-00004,두리공원,어린이공원,37.42402254,126.6954643,1591.1,연수구,인천연수초등학교,202.02
28185-00003,능허대공원,어린이공원,37.4229841,126.6425202,12363.0,연수구,인천능허대초등학교,567.2
28185-00002,선학공원,어린이공원,37.42348871,126.6995192,9132.0,연수구,인천선학초등학교,121.81
28185-00001,한진공원,어린이공원,37.421883,126.651779,993.2,연수구,인천축현초등학교,230.85
28185-00032,청담공원,어린이공원,37.41829565,126.6728506,3027.6,연수구,인천청학초등학교,280.97
28185-00031,중앙공원,어린이공원,37.428725,126.6681989,1500.1,연수구,인천송도초등학교,876.75
28185-00030,이야기공원,어린이공원,37.4265496,126.668873,1500.2,연수구,인천청학초등학교,743.94
28185-00029,안골공원,어린이공원,37.42964777,126.6642505,1446.7,연수구,인천송도초등학교,593.45
28185-00028,시대공원,어린이공원,37.42278865,126.670945,5928.6,연수구,인천청학초등학교,315.84
28185-00027,성호공원,어린이공원,37.42339344,126.6679509,2990.3,연수구,인천청학초등학교,440.62
28185-00026,백제우물공원,어린이공원,37.42642193,126.670127,1500.0,연수구,인천함박초등학교,677.09
28185-00025,샘말공원,어린이공원,37.41449139,126.6807996,2625.1,연수구,인천연화초등학교,322.95
28185-00024,늘봄공원,어린이공원,37.41319988,126.6785372,2456.4,연수구,인천연화초등학교,307.75
28185-00023,일단지공원,어린이공원,37.42014247,126.6783403,1659.5,연수구,인천문남초등학교,126.59
28200-00147,무지개공원,어린이공원,37.44473057,126.7153655,1892.0,남동구,인천만월초등학교,324.81
28200-00146,성리공원,어린이공원,37.44381983,126.7095181,1505.0,남동구,인천성리초등학교,215.82
28200-00145,찬우물공원,근린공원,37.4425783,126.7175748,18682.0,남동구,인천만월초등학교,200.93
28200-00144,아시아드선수촌공원,근린공원,37.439662,126.710389,71387.0,남동구,인천만월초등학교,512.74
28200-00143,전재울공원,근린공원,37.44707758,126.7156897,122963.0,남동구,인천구월초등학교,526.96
28200-00142,벌터고개공원,어린이공원,37.46580798,126.6972037,1826.0,남동구,인천석정초등학교,190.92
28200-00141,주원공원,어린이공원,37.46732404,126.701744,1924.0,남동구,인천주원초등학교,267.42
28200-00140,갯골3호수변공원,수변공원,37.42496444,126.7440878,29051.0,남동구,인천한빛초등학교,85.49
28200-00139,갯골2호수변공원,수변공원,37.42528943,126.7421829,7233.0,남동구,인천한빛초등학교,211.22
28200-00138,물바람수변공원,수변공원,37.42728782,126.7494507,8693.0,남동구,인천장서초등학교,423.03
28200-00137,갯골1호수변공원,수변공원,37.42255411,126.745896,9031.0,남동구,인천한빛초등학교,239.71
28200-00136,물빛공원,근린공원,37.42150292,126.7472921,45700.0,남동구,인천한빛초등학교,409.1
28200-00135,어울공원,근린공원,37.42759079,126.7461074,42487.0,남동구,인천장서초등학교,193.15
28200-00134,메아리공원,어린이공원,37.4293702,126.759199,1912.0,남동구,인천장아초등학교,726.99
28200-00133,하얀공원,어린이공원,37.41907805,126.7509852,1774.0,남동구,인천장아초등학교,648.84
28200-00132,오름공원,어린이공원,37.42547207,126.7523905,2550.0,남동구,인천장아초등학교,156.86
28200-00131,누리공원,어린이공원,37.42249036,126.7414277,1602.0,남동구,인천한빛초등학교,305.35
28200-00130,숲속공원,어린이공원,37.42981317,126.7507746,2625.0,남동구,인천장서초등학교,486.59
28200-00129,흰여울공원,어린이공원,37.42986416,126.744066,1587.0,남동구,인천장서초등학교,132.84
28200-00128,운연공원,어린이공원,37.43881917,126.7599709,2100.0,남동구,인천서창초등학교,933.0
28200-00127,풀무골소공원,소공원,37.4643861,126.7049848,3186.0,남동구,상인천초등학교,315.64
28200-00126,나루소공원,소공원,37.39910374,126.7341058,6446.0,남동구,인천원동초등학교,377.81
28200-00125,고잔,어린이공원,37.3952553,126.7243023,1550.0,남동구,인천송천초등학교,148.03
28200-00124,한울소공원,소공원,37.46337665,126.7191906,788.0,남동구,인천인동초등학교,314.11
28200-00123,양지말소공원,소공원,37.46464672,126.7193036,788.0,남동구,인천인동초등학교,370.79
28200-00154,네모소공원,소공원,37.4699114,126.712227,246.0,남동구,인천약산초등학교,298.72
28200-00153,새말소공원,소공원,37.4660635954,126.7205739743,4191.0,남동구,인천인동초등학교,425.93
28200-00152,석촌공원,근린공원,37.47177154,126.7103718,52723.0,남동구,인천동암초등학교,319.95
28200-00151,만의골공원,소공원,37.459241,126.773141,437.0,남동구,인천장수초등학교,2956.24
28200-00150,연락골소공원,소공원,37.44353394,126.7676514,2064.0,남동구,인천서창초등학교,1770.04
28200-00148,구월소공원,소공원,37.44708759,126.7121549,1525.0,남동구,인천성리초등학교,247.65
28200-00003,구월공원,어린이공원,37.45891399,126.7183317,3194.0,남동구,인천간석초등학교,258.13
28200-00002,논현공원,어린이공원,37.408628,126.721616,1711.0,남동구,인천은봉초등학교,477.3
28200-00001,고잔공원,근린공원,37.38663185,126.7047433,167766.0,남동구,인천사리울초등학교,1682.78
28200-00027,월례공원,근린공원,37.40676501,126.6894304,108700.0,남동구,인천연화초등학교,892.5
28200-00026,만수공원,근린공원,37.457907865,126.7363877533,12528.0,남동구,인천새말초등학교,312.09
28200-00025,둥지공원,어린이공원,37.45826887,126.7347245,2400.0,남동구,인천새말초등학교,192.79
28200-00024,아단공원,어린이공원,37.45606528,126.7328485,4764.0,남동구,인천인수초등학교,319.5
28200-00023,이화공원,어린이공원,37.46291227,126.7033636,6978.0,남동구,인천주원초등학교,360.74
28200-00022,양지공원,어린이공원,37.4665085,126.7062617,1280.0,남동구,인천약산초등학교,376.75
28200-00021,인수공원,어린이공원,37.45334737,126.7378312,1816.0,남동구,인천인수초등학교,223.75
28200-00020,석정공원,어린이공원,37.46799875,126.6971154,1941.0,남동구,인천석정초등학교,157.82
28200-00019,애향공원,어린이공원,37.4664334,126.713414,697.0,남동구,인천약산초등학교,316.88
28200-00018,동일공원,어린이공원,37.4555575,126.6984799,479.0,남동구,인천구월서초등학교,414.7
28200-00017,하촌공원,어린이공원,37.45136932,126.7329376,1499.0,남동구,인천인수초등학교,377.37
28200-00016,작은구월공원,어린이공원,37.4495274,126.7211378,1499.0,남동구,인천신월초등학교,265.67
28200-00015,쇄판공원,어린이공원,37.46228626,126.7231495,1499.0,남동구,인천인동초등학교,58.77
28200-00014,만수공원,어린이공원,37.45354611,126.7276999,1658.0,남동구,인천인수초등학교,691.42
28200-00013,작은성말공원,어린이공원,37.44810912,126.7081595,1568.0,남동구,인천성리초등학교,306.26
28200-00012,큰성말공원,어린이공원,37.4458454,126.704475,1490.0,남동구,인천성리초등학교,482.62
28200-00011,만월공원,어린이공원,37.4498343,126.7164526,1510.0,남동구,인천구월초등학교,213.85
28200-00010,큰구월공원,어린이공원,37.45026276,126.7089204,1226.0,남동구,인천성리초등학교,510.16
28200-00009,만수천공원,어린이공원,37.45063675,126.7267874,1335.0,남동구,인천신월초등학교,426.22
28200-00008,모래내공원,어린이공원,37.45457287,126.7235396,1500.0,남동구,인천구월초등학교,671.45
28200-00007,뗏마루공원,어린이공원,37.4561805,126.7288131,1496.0,남동구,인천만수북초등학교,438.36
28200-00006,붉은고개공원,어린이공원,37.4529117,126.6991081,1494.0,남동구,인천구월서초등학교,360.8
28200-00005,장다리공원,어린이공원,37.45737534,126.7188991,1500.0,남동구,인천정각초등학교,353.96
28200-00004,산밑말근린공원,근린공원,37.4661047,126.7113059,29545.0,남동구,인천약산초등학교,205.06
28200-00050,걸재공원,어린이공원,37.43330912,126.7518561,1560.0,남동구,인천서창초등학교,330.66
28200-00049,선래공원,어린이공원,37.43334194,126.7518873,2305.0,남동구,인천서창초등학교,328.81
28200-00048,구룡공원,어린이공원,37.43839923,126.746477,1580.0,남동구,인천서창초등학교,420.15
28200-00047,큰우물공원,어린이공원,37.45222033,126.7520379,3485.0,남동구,인천장수초등학교,942.53
28200-00046,장자공원,어린이공원,37.45354749,126.7495907,3055.0,남동구,인천장수초등학교,787.68
28200-00045,남동공원,어린이공원,37.44459647,126.7379915,1500.0,남동구,인천남동초등학교,85.37
28200-00044,대덕공원,어린이공원,37.4461762,126.740157,1654.0,남동구,인천남동초등학교,313.72
28200-00043,장승백이공원,어린이공원,37.4457195,126.7371325,1500.0,남동구,인천남동초등학교,102.35
28200-00042,창대공원,어린이공원,37.44774761,126.7365758,1754.0,남동구,인천만수초등학교,166.2
28200-00041,시영공원,어린이공원,37.44599078,126.7339681,1500.0,남동구,인천만수초등학교,162.38
28200-00040,골마루공원,근린공원,37.43927377,126.7362519,10379.0,남동구,인천담방초등학교,135.3
28200-00039,담방공원,어린이공원,37.44519587,126.7411194,1840.0,남동구,인천남동초등학교,361.83
28200-00038,새골공원,어린이공원,37.45042788,126.7398942,4000.0,남동구,인천장수초등학교,155.74
28200-00037,구월문화공원,어린이공원,37.44875336,126.6980307,3718.0,남동구,인천관교초등학교,540.98
28200-00036,구월예술공원,어린이공원,37.44596018,126.6966056,1662.0,남동구,인천관교초등학교,340.12
28200-00035,반월공원,어린이공원,37.44694465,126.6951423,1709.0,남동구,인천관교초등학교,222.55
28200-00034,지상공원,어린이공원,37.44913496,126.6935579,1520.0,남동구,인천관교초등학교,326.8
28200-00033,남촌공원,어린이공원,37.43295029,126.7160442,6256.0,남동구,인천남촌초등학교,435.09
28200-00032,복지공원,근린공원,37.39374483,126.6966427,10217.0,남동구,인천논곡초등학교,2207.21
28200-00031,유수지공원,근린공원,37.39541081,126.6844504,10000.0,남동구,인천동막초등학교,1219.05
28200-00030,염골공원,근린공원,37.41625991,126.7050165,10241.0,남동구,인천논곡초등학교,768.86
28200-00029,승기공원,근린공원,37.4232077,126.704707,22623.0,남동구,인천선학초등학교,375.96
28200-00028,남동공단공원,근린공원,37.40827038,126.6997001,78328.0,남동구,인천논곡초등학교,942.62
28237-00097,산곡소공원,소공원,37.50506551,126.699238,761.0,부평구,인천산곡초등학교,263.05
28237-00096,장수어린이공원,어린이공원,37.5196746934,126.699935,2003.0,부평구,인천청천초등학교,96.92
28237-00095,푸른내어린이공원,어린이공원,37.5150898485,126.696939,4009.0,부평구,인천마곡초등학교,345.81
28237-00094,맑은샘어린이공원,어린이공원,37.520021,126.702133,2072.0,부평구,인천청천초등학교,161.95
28237-00093,어울림어린이공원,어린이공원,37.520772,126.69949,7291.0,부평구,인천청천초등학교,86.33
28237-00092,다온어린이공원,어린이공원,37.517313,126.704005,5268.0,부평구,인천용마초등학교,339.64
28237-00091,나무소공원,소공원,37.5134548,126.6984776,439.0,부평구,인천마곡초등학교,163.49
28237-00090,슬아어린이공원,어린이공원,37.48387271,126.7043897,1472.0,부평구,인천신촌초등학교,380.9
28237-00089,삼산어린이공원,어린이공원,37.5198515,126.7352473,2060.0,부평구,인천삼산초등학교,312.04
28237-00088,숲속어린이공원,어린이공원,37.5061655,126.695292,2506.0,부평구,한일초등학교,148.05
28237-00087,아름어린이공원,어린이공원,37.4940704,126.7356518,3635.0,부평구,인천부흥초등학교,463.41
28237-00086,한가람공원,어린이공원,37.4909379,126.7346955,7519.0,부평구,인천부개서초등학교,131.53
28237-00085,나비어린이공원,어린이공원,37.52051537,126.6968372,2000.0,부평구,인천청천초등학교,314.08
28237-00084,산곡어린이공원,어린이공원,37.508725,126.697578,3080.0,부평구,인천마곡초등학교,371.44
28237-00083,산들바람소공원,소공원,37.4840075,126.727528,2500.0,부평구,인천동수초등학교,318.72
28237-00082,늘푸른소공원,소공원,37.49317568,126.738967,1185.0,부평구,인천부개서초등학교,552.87
28237-00081,성벽어린이공원,어린이공원,37.51262084,126.6981569,1917.0,부평구,인천마곡초등학교,66.85
28237-00080,우물터어린이공원,어린이공원,37.478347,126.695047,1405.0,부평구,인천상정초등학교,372.2
28237-00079,한마음어린이공원,어린이공원,37.47815205,126.701593,8114.0,부평구,인천상정초등학교,310.32
28200-00075,오봉공원,어린이공원,37.41844881,126.7315058,1429.0,남동구,인천도림초등학교,78.56
28200-00074,갯마을공원,어린이공원,37.40368631,126.7353962,2275.0,남동구,인천소래초등학교,123.98
28200-00073,소래공원,어린이공원,37.40217569,126.7318143,1016.0,남동구,인천소래초등학교,337.37
28200-00072,너른들공원,어린이공원,37.40700366,126.7383575,3294.0,남동구,인천장도초등학교,430.49
28200-00071,방죽공원,어린이공원,37.40804471,126.7384684,1607.0,남동구,인천장도초등학교,429.04
28200-00070,동녘공원,어린이공원,37.40820531,126.7355586,1740.0,남동구,인천장도초등학교,174.49
28200-00069,아랫말공원,어린이공원,37.4056914,126.7301715,2400.0,남동구,인천논현초등학교,67.89
28200-00068,산마루공원,어린이공원,37.4089917,126.7305782,1571.0,남동구,인천장도초등학교,295.9
28200-00067,은봉공원,어린이공원,37.40794549,126.7242635,1518.0,남동구,인천은봉초등학교,288.77
28200-00066,논현공원(논현2택지),어린이공원,37.40237398,126.7201366,1711.0,남동구,인천동방초등학교,101.64
28200-00065,푸른솔공원,어린이공원,37.39994921,126.7110573,1479.0,남동구,인천동방초등학교,832.08
28200-00064,담방문화공원,근린공원,37.44699717,126.7329807,7126.0,남동구,인천만수초등학교,163.0
28200-00063,서창공원,근린공원,37.43664867,126.7468117,17518.0,남동구,인천서창초등학교,299.46
28200-00062,오봉공원,근린공원,37.41844881,126.7315058,10256.0,남동구,인천도림초등학교,78.56
28200-00061,장수사거리공원,어린이공원,37.45015255,126.7492421,2538.0,남동구,인천장수초등학교,672.03
28200-00060,장수천공원,어린이공원,37.45282875,126.7492404,4476.0,남동구,인천장수초등학교,726.21
28200-00059,주적공원,어린이공원,37.41630518,126.729513,1501.0,남동구,인천도림초등학교,374.67
28200-00058,도림1공원,어린이공원,37.4207565,126.7317858,1744.0,남동구,인천도림초등학교,191.84
28200-00057,사리울공원,근린공원,37.41337816,126.7113878,11029.0,남동구,인천논곡초등학교,337.56
28200-00056,갯골공원,근린공원,37.41566328,126.7121488,10192.0,남동구,인천논곡초등학교,598.8
28200-00055,새진매공원,어린이공원,37.415805,126.7129017,1504.0,남동구,인천논곡초등학교,637.95
28200-00054,아담공원,어린이공원,37.41187635,126.7111312,2491.0,남동구,인천논곡초등학교,179.49
28200-00053,신흥공원,어린이공원,37.4085597,126.7137934,1500.0,남동구,인천논곡초등학교,406.07
28200-00052,앞골공원,어린이공원,37.40983956,126.7134086,2245.0,남동구,인천논곡초등학교,316.21
28200-00051,장아공원,어린이공원,37.43147977,126.7517353,2010.0,남동구,인천서창초등학교,515.05
28200-00100,돌골공원,어린이공원,37.4619408,126.7364266,2086.0,남동구,인천조동초등학교,322.64
28200-00099,동부초교3호,어린이공원,37.4604591,126.7265942,205.0,남동구,인천만수북초등학교,213.36
28200-00098,간석육교공원,어린이공원,37.46541871,126.6983168,1110.0,남동구,인천주원초등학교,188.03
28200-00097,양계공원,어린이공원,37.4596078,126.7194402,177.0,남동구,인천간석초등학교,355.44
28200-00096,박촌공원,어린이공원,37.4453646,126.7460233,3468.0,남동구,인천장수초등학교,674.11
28200-00095,화교공원,어린이공원,37.46330391,126.7264011,270.0,남동구,인천동부초등학교,106.65
28200-00094,독점공원,어린이공원,37.45220822,126.713608,2303.0,남동구,인천구월초등학교,290.42
28200-00093,용광공원,어린이공원,37.4609452,126.7149809,597.0,남동구,인천간석초등학교,191.57
28200-00092,모래마을3호,어린이공원,37.45310786,126.7235776,405.0,남동구,인천신월초등학교,575.12
28200-00091,모래마을2호,어린이공원,37.45280947,126.7236545,766.0,남동구,인천신월초등학교,542.29
28200-00090,모래마을1호,어린이공원,37.45312823,126.723794,161.0,남동구,인천신월초등학교,578.3
28200-00089,동부초교2호,어린이공원,37.46283521,126.7270081,177.0,남동구,인천동부초등학교,54.27
28200-00088,동부초교1호,어린이공원,37.462136,126.7266065,266.0,남동구,인천동부초등학교,131.64
28200-00087,순박길공원,어린이공원,37.4664305,126.7159631,515.0,남동구,인천약산초등학교,527.64
28200-00086,풍년길공원,어린이공원,37.4652336,126.7181187,434.0,남동구,인천인동초등학교,493.64
28200-00085,아지랭이공원,어린이공원,37.46582129,126.7186993,4754.0,남동구,인천인동초등학교,498.25
28200-00084,남동문화공원,근린공원,37.44704741,126.7248703,34679.0,남동구,인천신월초등학교,164.73
28200-00083,도림산공원,어린이공원,37.41775015,126.7270127,1500.0,남동구,인천도림초등학교,464.04
28200-00082,오재공원,어린이공원,37.42069797,126.7299503,1533.0,남동구,인천도림초등학교,258.73
28200-00081,도림이공원,어린이공원,37.42203521,126.7283859,2368.0,남동구,인천도림초등학교,461.67
28200-00080,호구포공원,근린공원,37.40060271,126.7154726,32149.0,남동구,인천동방초등학교,459.21
28200-00079,논현중앙공원,근린공원,37.40706413,126.7249322,60073.0,남동구,인천은봉초등학교,179.24
28200-00078,논현포대공원,근린공원,37.40804264,126.708025,207370.0,남동구,인천논곡초등학교,327.43
28200-00077,호암공원,어린이공원,37.40492137,126.7134521,1414.0,남동구,인천동방초등학교,574.1
28200-00076,가온공원,어린이공원,37.40507611,126.718241,1240.0,남동구,인천동방초등학교,242.08
28237-00078,이야기꽃어린이공원,어린이공원,37.4885231,126.7262459,1450.0,부평구,인천부평남초등학교,534.86
28185-00078,국제화복합단지 2호 근린공원,근린공원,37.38430919,126.6599332,12214.4,연수구,인천신송초등학교,728.69
28185-00077,첨단산업클러스터5호 근린공원,근린공원,37.37239029,126.655518,10424.4,연수구,인천첨단초등학교,96.58
28185-00074,첨단산업클러스터2호어린이공원,어린이공원,37.37381957,126.656893,9065.0,연수구,인천송명초등학교,103.45
28185-00073,첨단산업클러스터3호 근린공원,근린공원,37.36801326,126.6633868,30161.0,연수구,인천첨단초등학교,937.77
28185-00072,푸른송도배수지공원,근린공원,37.40049177,126.6636112,20548.0,연수구,인천박문초등학교,336.07
28185-00071,테크노공원(송도7호),어린이공원,37.38544346,126.651069,4369.8,연수구,인천해송초등학교,527.35
28185-00070,테크노파크(T.P.)확대조성단지 2호 소공원,소공원,37.37929858,126.6617767,5150.7,연수구,인천송명초등학교,734.89
28185-00069,송도  16호 어린이공원,어린이공원,37.38162523,126.6321172,1499.7,연수구,인천송일초등학교,390.3
28185-00068,송도  11호 어린이공원,어린이공원,37.39961709,126.6469166,2000.1,연수구,인천명선초등학교,331.68
28185-00067,송도  17호 어린이공원,어린이공원,37.39685789,126.6300329,8838.4,연수구,인천연송초등학교,874.77
28185-00066,송도  14호 어린이공원,어린이공원,37.38789642,126.631432,1500.3,연수구,인천예송초등학교,110.37
28185-00065,송도  10호 어린이공원,어린이공원,37.40253015,126.642605,1999.9,연수구,인천연송초등학교,422.61
28185-00091,동곡공원,어린이공원,37.41591466,126.6724399,6217.0,연수구,인천청학초등학교,482.58
28185-00090,별빛공원,근린공원,37.42901005,126.6985718,34518.0,연수구,인천선학초등학교,569.96
28185-00089,소리공원(송도26호공원),근린공원,37.38063187,126.6401227,1179180.0,연수구,인천송일초등학교,592.37
28185-00088,첨단산업클러스터단지(B) 4호 근린공원,근린공원,37.37416967,126.6713793,3643650.0,연수구,인천송원초등학교,1321.27
28185-00087,물푸레공원(청학6호),소공원,37.424822,126.6600932,309.1,연수구,인천송도초등학교,252.9
28185-00086,동춘4공원,어린이공원,37.40256971,126.6668787,168150.0,연수구,인천박문초등학교,136.57
28185-00085,동춘3공원,어린이공원,37.40836368,126.6655132,150020.0,연수구,인천동춘초등학교,315.74
28185-00084,동춘2근린공원,근린공원,37.40484473,126.6669928,10501.7,연수구,인천박문초등학교,232.78
28185-00083,동춘1근린공원,근린공원,37.40701685,126.6645954,10853.1,연수구,인천박문초등학교,439.93
28185-00082,동춘5공원,소공원,37.40277417,126.6664903,475.7,연수구,인천박문초등학교,95.79
28185-00081,청학사거리공원,소공원,37.42575623,126.6687481,1334.3,연수구,인천청학초등학교,660.16
28185-00042,솔샘공원,어린이공원,37.423543,126.665338,1467.1,연수구,인천청학초등학교,603.0
28185-00041,선유공원,어린이공원,37.43001665,126.6966251,1505.5,연수구,인천선학초등학교,741.85
28185-00040,원도장공원,어린이공원,37.4241186,126.6967523,1500.0,연수구,인천연수초등학교,263.54
28185-00039,느티나무공원,어린이공원,37.426552,126.697011,1500.2,연수구,인천선학초등학교,416.91
