학교ID,학교명,연도,학생수
B000003178,갑룡초등학교,2020,554
B000003178,갑룡초등학교,2021,556
B000003178,갑룡초등학교,2022,536
B000003178,갑룡초등학교,2023,551
B000003178,갑룡초등학교,2024,547
B000003178,갑룡초등학교,2025,485
B000003179,강화초등학교,2020,367
B000003179,강화초등학교,2021,342
B000003179,강화초등학교,2022,308
B000003179,강화초등학교,2023,281
B000003179,강화초등학교,2024,249
B000003179,강화초등학교,2025,209
B000003106,경인교육대학교부설초등학교,2020,570
B000003106,경인교육대학교부설초등학교,2021,579
B000003106,경인교육대학교부설초등학교,2022,571
B000003106,경인교육대학교부설초등학교,2023,572
B000003106,경인교육대학교부설초등학교,2024,573
B000003106,경인교육대학교부설초등학교,2025,560
B000003192,교동초등학교,2020,47
B000003192,교동초등학교,2021,44
B000003192,교동초등학교,2022,34
B000003192,교동초등학교,2023,32
B000003192,교동초등학교,2024,25
B000003192,교동초등학교,2025,18
B000003173,길상초등학교,2020,219
B000003173,길상초등학교,2021,212
B000003173,길상초등학교,2022,214
B000003173,길상초등학교,2023,185
B000003173,길상초등학교,2024,156
B000003173,길상초등학교,2025,140
B000003188,내가초등학교,2020,40
B000003188,내가초등학교,2021,39
B000003188,내가초등학교,2022,37
B000003188,내가초등학교,2023,39
B000003188,내가초등학교,2024,47
B000003188,내가초등학교,2025,57
B000003177,대월초등학교,2020,114
B000003177,대월초등학교,2021,115
B000003177,대월초등학교,2022,117
B000003177,대월초등학교,2023,111
B000003177,대월초등학교,2024,119
B000003177,대월초등학교,2025,107
B000002994,대청초등학교,2020,38
B000002994,대청초등학교,2021,33
B000002994,대청초등학교,2022,26
B000002994,대청초등학교,2023,22
B000002994,대청초등학교,2024,18
B000002994,대청초등학교,2025,16
B000002996,덕적초등학교,2020,28
B000002996,덕적초등학교,2021,33
B000002996,덕적초등학교,2022,26
B000002996,덕적초등학교,2023,22
B000002996,덕적초등학교,2024,16
B000002996,덕적초등학교,2025,17
B000003186,명신초등학교,2020,46
B000003186,명신초등학교,2021,53
B000003186,명신초등학교,2022,60
B000003186,명신초등학교,2023,56
B000003186,명신초등학교,2024,46
B000003186,명신초등학교,2025,45
B000002998,백령초등학교,2020,67
B000002998,백령초등학교,2021,66
B000002998,백령초등학교,2022,69
B000002998,백령초등학교,2023,59
B000002998,백령초등학교,2024,44
B000002998,백령초등학교,2025,41
B000002997,북포초등학교,2020,110
B000002997,북포초등학교,2021,118
B000002997,북포초등학교,2022,131
B000002997,북포초등학교,2023,108
B000002997,북포초등학교,2024,94
B000002997,북포초등학교,2025,65
B000003183,불은초등학교,2020,84
B000003183,불은초등학교,2021,86
B000003183,불은초등학교,2022,83
B000003183,불은초등학교,2023,81
B000003183,불은초등학교,2024,69
B000003183,불은초등학교,2025,51
B000003190,삼산초등학교,2020,14
B000003190,삼산초등학교,2021,12
B000003190,삼산초등학교,2022,17
B000003190,삼산초등학교,2023,11
B000003190,삼산초등학교,2024,11
B000003190,삼산초등학교,2025,14
B000003184,삼성초등학교,2020,45
B000003184,삼성초등학교,2021,40
B000003184,삼성초등학교,2022,34
B000003184,삼성초등학교,2023,27
B000003184,삼성초등학교,2024,18
B000003184,삼성초등학교,2025,23
B000003077,상인천초등학교,2020,643
B000003077,상인천초등학교,2021,603
B000003077,상인천초등학교,2022,558
B000003077,상인천초등학교,2023,473
B000003077,상인천초등학교,2024,446
B000003077,상인천초등학교,2025,395
B000003194,서도초등학교,2020,2
B000003194,서도초등학교,2021,6
B000003194,서도초등학교,2022,4
B000003194,서도초등학교,2023,5
B000003194,서도초등학교,2024,5
B000003194,서도초등학교,2025,3
B000003182,선원초등학교,2020,257
B000003182,선원초등학교,2021,253
B000003182,선원초등학교,2022,249
B000003182,선원초등학교,2023,236
B000003182,선원초등학교,2024,221
B000003182,선원초등학교,2025,233
B000003181,송해초등학교,2020,46
B000003181,송해초등학교,2021,48
B000003181,송해초등학교,2022,48
B000003181,송해초등학교,2023,43
B000003181,송해초등학교,2024,46
B000003181,송해초등학교,2025,36
B000003174,양도초등학교,2020,56
B000003174,양도초등학교,2021,66
B000003174,양도초등학교,2022,66
B000003174,양도초등학교,2023,57
B000003174,양도초등학교,2024,59
B000003174,양도초등학교,2025,52
B000003187,양사초등학교,2020,55
B000003187,양사초등학교,2021,42
B000003187,양사초등학교,2022,39
B000003187,양사초등학교,2023,42
B000003187,양사초등학교,2024,31
B000003187,양사초등학교,2025,33
B000002993,연평초등학교,2020,46
B000002993,연평초등학교,2021,48
B000002993,연평초등학교,2022,41
B000002993,연평초등학교,2023,35
B000002993,연평초등학교,2024,21
B000002993,연평초등학교,2025,26
B000002970,영화초등학교,2020,195
B000002970,영화초등학교,2021,246
B000002970,영화초등학교,2022,289
B000002970,영화초등학교,2023,315
B000002970,영화초등학교,2024,332
B000002970,영화초등학교,2025,373
B000002995,영흥초등학교,2020,221
B000002995,영흥초등학교,2021,219
B000002995,영흥초등학교,2022,227
B000002995,영흥초등학교,2023,203
B000002995,영흥초등학교,2024,170
B000002995,영흥초등학교,2025,147
B000002960,인성초등학교,2020,433
B000002960,인성초등학교,2021,444
B000002960,인성초등학교,2022,477
B000002960,인성초등학교,2023,494
B000002960,인성초등학교,2024,498
B000002960,인성초등학교,2025,499
B000003148,인천가림초등학교,2020,381
B000003148,인천가림초등학교,2021,335
B000003148,인천가림초등학교,2022,305
B000003148,인천가림초등학교,2023,294
B000003148,인천가림초등학교,2024,264
B000003148,인천가림초등학교,2025,198
B000003162,인천가석초등학교,2020,337
B000003162,인천가석초등학교,2021,339
B000003162,인천가석초등학교,2022,280
B000003162,인천가석초등학교,2023,272
B000003162,인천가석초등학교,2024,233
B000003162,인천가석초등학교,2025,209
B000026333,인천가원초등학교,2020,1435
B000026333,인천가원초등학교,2021,1556
B000026333,인천가원초등학교,2022,1640
B000026333,인천가원초등학교,2023,1681
B000026333,인천가원초등학교,2024,1631
B000026333,인천가원초등학교,2025,1558
B000003164,인천가정초등학교,2020,735
B000003164,인천가정초등학교,2021,740
B000003164,인천가정초등학교,2022,795
B000003164,인천가정초등학교,2023,740
B000003164,인천가정초등학교,2024,685
B000003164,인천가정초등학교,2025,664
B000003163,인천가좌초등학교,2020,625
B000003163,인천가좌초등학교,2021,554
B000003163,인천가좌초등학교,2022,488
B000003163,인천가좌초등학교,2023,434
B000003163,인천가좌초등학교,2024,412
B000003163,인천가좌초등학교,2025,384
B000003168,인천가현초등학교,2020,1021
B000003168,인천가현초등학교,2021,1074
B000003168,인천가현초등학교,2022,1635
B000003168,인천가현초등학교,2023,1929
B000003168,인천가현초등학교,2024,2045
B000003168,인천가현초등학교,2025,2044
B000003074,인천간석초등학교,2020,521
B000003074,인천간석초등학교,2021,484
B000003074,인천간석초등학교,2022,493
B000003074,인천간석초등학교,2023,494
B000003074,인천간석초등학교,2024,535
B000003074,인천간석초등학교,2025,510
B000003137,인천간재울초등학교,2020,1271
B000003137,인천간재울초등학교,2021,1270
B000003137,인천간재울초등학교,2022,1272
B000003137,인천간재울초등학교,2023,1207
B000003137,인천간재울초등학교,2024,1092
B000003137,인천간재울초등학교,2025,996
B000003011,인천갈산초등학교,2020,271
B000003011,인천갈산초등학교,2021,275
B000003011,인천갈산초등학교,2022,270
B000003011,인천갈산초등학교,2023,247
B000003011,인천갈산초등학교,2024,206
B000003011,인천갈산초등학교,2025,190
B000003024,인천갈월초등학교,2020,695
B000003024,인천갈월초등학교,2021,639
B000003024,인천갈월초등학교,2022,610
B000003024,인천갈월초등학교,2023,557
B000003024,인천갈월초등학교,2024,518
B000003024,인천갈월초등학교,2025,474
B000003043,인천개흥초등학교,2020,440
B000003043,인천개흥초등학교,2021,387
B000003043,인천개흥초등학교,2022,370
B000003043,인천개흥초등학교,2023,352
B000003043,인천개흥초등학교,2024,325
B000003043,인천개흥초등학교,2025,316
B000003150,인천건지초등학교,2020,313
B000003150,인천건지초등학교,2021,291
B000003150,인천건지초등학교,2022,283
B000003150,인천건지초등학교,2023,268
B000003150,인천건지초등학교,2024,226
B000003150,인천건지초등학교,2025,209
B000003152,인천검단초등학교,2020,833
B000003152,인천검단초등학교,2021,815
B000003152,인천검단초등학교,2022,796
B000003152,인천검단초등학교,2023,816
B000003152,인천검단초등학교,2024,720
B000003152,인천검단초등학교,2025,680
B000003171,인천검암초등학교,2020,272
B000003171,인천검암초등학교,2021,275
B000003171,인천검암초등학교,2022,270
B000003171,인천검암초등학교,2023,248
B000003171,인천검암초등학교,2024,221
B000003171,인천검암초등학교,2025,198
B000003134,인천경명초등학교,2020,1340
B000003134,인천경명초등학교,2021,1199
B000003134,인천경명초등학교,2022,1136
B000003134,인천경명초등학교,2023,1010
B000003134,인천경명초등학교,2024,951
B000003134,인천경명초등학교,2025,891
B000003138,인천경서초등학교,2020,744
B000003138,인천경서초등학교,2021,736
B000003138,인천경서초등학교,2022,701
B000003138,인천경서초등학교,2023,683
B000003138,인천경서초등학교,2024,621
B000003138,인천경서초등학교,2025,568
B000025751,인천경연초등학교,2020,505
B000025751,인천경연초등학교,2021,604
B000025751,인천경연초등학교,2022,810
B000025751,인천경연초등학교,2023,980
B000025751,인천경연초등학교,2024,1034
B000025751,인천경연초등학교,2025,1017
B000002981,인천경원초등학교,2020,1342
B000002981,인천경원초등학교,2021,1261
B000002981,인천경원초등학교,2022,1207
B000002981,인천경원초등학교,2023,1116
B000002981,인천경원초등학교,2024,1025
B000002981,인천경원초등학교,2025,941
B000003123,인천계산초등학교,2020,239
B000003123,인천계산초등학교,2021,222
B000003123,인천계산초등학교,2022,220
B000003123,인천계산초등학교,2023,187
B000003123,인천계산초등학교,2024,174
B000003123,인천계산초등학교,2025,162
B000003122,인천계양초등학교,2020,496
B000003122,인천계양초등학교,2021,499
B000003122,인천계양초등학교,2022,446
B000003122,인천계양초등학교,2023,402
B000003122,인천계양초등학교,2024,347
B000003122,인천계양초등학교,2025,307
B000003132,인천계양초등학교상야분교장,2020,10
B000003132,인천계양초등학교상야분교장,2021,11
B000003132,인천계양초등학교상야분교장,2022,9
B000003132,인천계양초등학교상야분교장,2023,9
B000003132,인천계양초등학교상야분교장,2024,7
B000003132,인천계양초등학교상야분교장,2025,6
B000003089,인천고잔초등학교,2020,997
B000003089,인천고잔초등학교,2021,990
B000003089,인천고잔초등학교,2022,1023
B000003089,인천고잔초등학교,2023,988
B000003089,인천고잔초등학교,2024,927
B000003089,인천고잔초등학교,2025,826
B000003135,인천공촌초등학교,2020,448
B000003135,인천공촌초등학교,2021,401
B000003135,인천공촌초등학교,2022,377
B000003135,인천공촌초등학교,2023,325
B000003135,인천공촌초등학교,2024,261
B000003135,인천공촌초등학교,2025,205
B000002957,인천공항초등학교,2020,565
B000002957,인천공항초등학교,2021,515
B000002957,인천공항초등학교,2022,498
B000002957,인천공항초등학교,2023,492
B000002957,인천공항초등학교,2024,464
B000002957,인천공항초등학교,2025,415
B000002999,인천공항초등학교신도분교장,2020,18
B000002999,인천공항초등학교신도분교장,2021,13
B000002999,인천공항초등학교신도분교장,2022,12
B000002999,인천공항초등학교신도분교장,2023,14
B000002999,인천공항초등학교신도분교장,2024,13
B000002999,인천공항초등학교신도분교장,2025,9
B000002980,인천관교초등학교,2020,705
B000002980,인천관교초등학교,2021,665
B000002980,인천관교초등학교,2022,612
B000002980,인천관교초등학교,2023,575
B000002980,인천관교초등학교,2024,502
B000002980,인천관교초등학교,2025,431
B000003015,인천구산초등학교,2020,522
B000003015,인천구산초등학교,2021,495
B000003015,인천구산초등학교,2022,421
B000003015,인천구산초등학교,2023,361
B000003015,인천구산초등학교,2024,324
B000003015,인천구산초등학교,2025,285
B000003075,인천구월서초등학교,2020,898
B000003075,인천구월서초등학교,2021,888
B000003075,인천구월서초등학교,2022,844
B000003075,인천구월서초등학교,2023,988
B000003075,인천구월서초등학교,2024,924
B000003075,인천구월서초등학교,2025,924
B000003095,인천구월초등학교,2020,552
B000003095,인천구월초등학교,2021,464
B000003095,인천구월초등학교,2022,449
B000003095,인천구월초등학교,2023,398
B000003095,인천구월초등학교,2024,344
B000003095,인천구월초등학교,2025,299
B000003046,인천굴포초등학교,2020,1011
B000003046,인천굴포초등학교,2021,974
B000003046,인천굴포초등학교,2022,955
B000003046,인천굴포초등학교,2023,881
B000003046,인천굴포초등학교,2024,814
B000003046,인천굴포초등학교,2025,749
B000003121,인천귤현초등학교,2020,778
B000003121,인천귤현초등학교,2021,743
B000003121,인천귤현초등학교,2022,716
B000003121,인천귤현초등학교,2023,648
B000003121,인천귤현초등학교,2024,574
B000003121,인천귤현초등학교,2025,498
B000003161,인천금곡초등학교,2020,348
B000003161,인천금곡초등학교,2021,330
B000003161,인천금곡초등학교,2022,318
B000003161,인천금곡초등학교,2023,317
B000003161,인천금곡초등학교,2024,308
B000003161,인천금곡초등학교,2025,269
B000003021,인천금마초등학교,2020,368
B000003021,인천금마초등학교,2021,354
B000003021,인천금마초등학교,2022,329
B000003021,인천금마초등학교,2023,310
B000003021,인천금마초등학교,2024,286
B000003021,인천금마초등학교,2025,273
B000003116,인천길주초등학교,2020,688
B000003116,인천길주초등학교,2021,630
B000003116,인천길주초등학교,2022,606
B000003116,인천길주초등학교,2023,585
B000003116,인천길주초등학교,2024,512
B000003116,인천길주초등학교,2025,454
B000003104,인천남동초등학교,2020,597
B000003104,인천남동초등학교,2021,558
B000003104,인천남동초등학교,2022,497
B000003104,인천남동초등학교,2023,435
B000003104,인천남동초등학교,2024,371
B000003104,인천남동초등학교,2025,312
B000002983,인천남부초등학교,2020,691
B000002983,인천남부초등학교,2021,606
B000002983,인천남부초등학교,2022,571
B000002983,인천남부초등학교,2023,503
B000002983,인천남부초등학교,2024,413
B000002983,인천남부초등학교,2025,349
B000003004,인천남부초등학교이작분교장,2020,9
B000003004,인천남부초등학교이작분교장,2021,6
B000003004,인천남부초등학교이작분교장,2022,8
B000003004,인천남부초등학교이작분교장,2023,9
B000003004,인천남부초등학교이작분교장,2024,2
B000003004,인천남부초등학교이작분교장,2025,2
B000003070,인천남촌초등학교,2020,485
B000003070,인천남촌초등학교,2021,448
B000003070,인천남촌초등학교,2022,415
B000003070,인천남촌초등학교,2023,386
B000003070,인천남촌초등학교,2024,337
B000003070,인천남촌초등학교,2025,309
B000003098,인천논곡초등학교,2020,770
B000003098,인천논곡초등학교,2021,722
B000003098,인천논곡초등학교,2022,726
B000003098,인천논곡초등학교,2023,666
B000003098,인천논곡초등학교,2024,611
B000003098,인천논곡초등학교,2025,551
B000003097,인천논현초등학교,2020,839
B000003097,인천논현초등학교,2021,757
B000003097,인천논현초등학교,2022,733
B000003097,인천논현초등학교,2023,688
B000003097,인천논현초등학교,2024,645
B000003097,인천논현초등학교,2025,591
B000003151,인천능내초등학교,2020,784
B000003151,인천능내초등학교,2021,726
B000003151,인천능내초등학교,2022,693
B000003151,인천능내초등학교,2023,652
B000003151,인천능내초등학교,2024,573
B000003151,인천능내초등학교,2025,545
B000003051,인천능허대초등학교,2020,939
B000003051,인천능허대초등학교,2021,900
B000003051,인천능허대초등학교,2022,877
B000003051,인천능허대초등학교,2023,844
B000003051,인천능허대초등학교,2024,756
B000003051,인천능허대초등학교,2025,701
B000003157,인천단봉초등학교,2020,872
B000003157,인천단봉초등학교,2021,877
B000003157,인천단봉초등학교,2022,883
B000003157,인천단봉초등학교,2023,835
B000003157,인천단봉초등학교,2024,784
B000003157,인천단봉초등학교,2025,734
B000003103,인천담방초등학교,2020,607
B000003103,인천담방초등학교,2021,560
B000003103,인천담방초등학교,2022,538
B000003103,인천담방초등학교,2023,474
B000003103,인천담방초등학교,2024,429
B000003103,인천담방초등학교,2025,369
B000003120,인천당산초등학교,2020,1298
B000003120,인천당산초등학교,2021,1202
B000003120,인천당산초등학교,2022,1084
B000003120,인천당산초등학교,2023,976
B000003120,인천당산초등학교,2024,830
B000003120,인천당산초등학교,2025,721
B000003165,인천당하초등학교,2020,1165
B000003165,인천당하초등학교,2021,1073
B000003165,인천당하초등학교,2022,965
B000003165,인천당하초등학교,2023,861
B000003165,인천당하초등학교,2024,824
B000003165,인천당하초등학교,2025,699
B000003009,인천대정초등학교,2020,834
B000003009,인천대정초등학교,2021,773
B000003009,인천대정초등학교,2022,688
B000003009,인천대정초등학교,2023,620
B000003009,인천대정초등학교,2024,540
B000003009,인천대정초등학교,2025,471
B000002986,인천대화초등학교,2020,563
B000002986,인천대화초등학교,2021,529
B000002986,인천대화초등학교,2022,474
B000002986,인천대화초등학교,2023,454
B000002986,인천대화초등학교,2024,411
B000002986,인천대화초등학교,2025,366
B000025752,인천도담초등학교,2020,787
B000025752,인천도담초등학교,2021,731
B000025752,인천도담초등학교,2022,690
B000025752,인천도담초등학교,2023,637
B000025752,인천도담초등학교,2024,556
B000025752,인천도담초등학교,2025,488
B000003083,인천도림초등학교,2020,539
B000003083,인천도림초등학교,2021,543
B000003083,인천도림초등학교,2022,490
B000003083,인천도림초등학교,2023,434
B000003083,인천도림초등학교,2024,381
B000003083,인천도림초등학교,2025,320
B000002978,인천도화초등학교,2020,991
B000002978,인천도화초등학교,2021,961
B000002978,인천도화초등학교,2022,960
B000002978,인천도화초등학교,2023,928
B000002978,인천도화초등학교,2024,892
B000002978,인천도화초등학교,2025,843
B000003060,인천동막초등학교,2020,585
B000003060,인천동막초등학교,2021,541
B000003060,인천동막초등학교,2022,501
B000003060,인천동막초등학교,2023,475
B000003060,인천동막초등학교,2024,426
B000003060,인천동막초등학교,2025,384
B000002969,인천동명초등학교,2020,300
B000002969,인천동명초등학교,2021,316
B000002969,인천동명초등학교,2022,360
B000002969,인천동명초등학교,2023,385
B000002969,인천동명초등학교,2024,418
B000002969,인천동명초등학교,2025,438
B000003086,인천동방초등학교,2020,905
B000003086,인천동방초등학교,2021,804
B000003086,인천동방초등학교,2022,759
B000003086,인천동방초등학교,2023,709
B000003086,인천동방초등학교,2024,579
B000003086,인천동방초등학교,2025,511
B000003080,인천동부초등학교,2020,544
B000003080,인천동부초등학교,2021,513
B000003080,인천동부초등학교,2022,520
B000003080,인천동부초등학교,2023,493
B000003080,인천동부초등학교,2024,477
B000003080,인천동부초등학교,2025,414
B000003026,인천동수초등학교,2020,619
B000003026,인천동수초등학교,2021,639
B000003026,인천동수초등학교,2022,630
B000003026,인천동수초등학교,2023,623
B000003026,인천동수초등학교,2024,571
B000003026,인천동수초등학교,2025,617
B000003040,인천동암초등학교,2020,418
B000003040,인천동암초등학교,2021,403
B000003040,인천동암초등학교,2022,376
B000003040,인천동암초등학교,2023,349
B000003040,인천동암초등학교,2024,327
B000003040,인천동암초등학교,2025,295
B000003059,인천동춘초등학교,2020,905
B000003059,인천동춘초등학교,2021,637
B000003059,인천동춘초등학교,2022,626
B000003059,인천동춘초등학교,2023,620
B000003059,인천동춘초등학교,2024,616
B000003059,인천동춘초등학교,2025,660
B000003008,인천마곡초등학교,2020,99
B000003008,인천마곡초등학교,2021,89
B000003008,인천마곡초등학교,2022,63
B000003008,인천마곡초등학교,2023,113
B000003008,인천마곡초등학교,2024,124
B000003008,인천마곡초등학교,2025,119
B000003042,인천마장초등학교,2020,716
B000003042,인천마장초등학교,2021,691
B000003042,인천마장초등학교,2022,656
B000003042,인천마장초등학교,2023,615
B000003042,인천마장초등학교,2024,573
B000003042,인천마장초등학교,2025,543
B000003166,인천마전초등학교,2020,920
B000003166,인천마전초등학교,2021,852
B000003166,인천마전초등학교,2022,831
B000003166,인천마전초등학교,2023,771
B000003166,인천마전초등학교,2024,675
B000003166,인천마전초등학교,2025,633
B000002963,인천만석초등학교,2020,500
B000002963,인천만석초등학교,2021,439
B000002963,인천만석초등학교,2022,412
B000002963,인천만석초등학교,2023,370
B000002963,인천만석초등학교,2024,315
B000002963,인천만석초등학교,2025,263
B000003079,인천만수북초등학교,2020,1010
B000003079,인천만수북초등학교,2021,920
B000003079,인천만수북초등학교,2022,878
B000003079,인천만수북초등학교,2023,784
B000003079,인천만수북초등학교,2024,691
B000003079,인천만수북초등학교,2025,607
B000003082,인천만수초등학교,2020,251
B000003082,인천만수초등학교,2021,267
B000003082,인천만수초등학교,2022,265
B000003082,인천만수초등학교,2023,264
B000003082,인천만수초등학교,2024,248
B000003082,인천만수초등학교,2025,200
B000025193,인천만월초등학교,2020,1403
B000025193,인천만월초등학교,2021,1386
B000025193,인천만월초등학교,2022,1339
B000025193,인천만월초등학교,2023,1264
B000025193,인천만월초등학교,2024,1131
B000025193,인천만월초등학교,2025,1019
